# {"t_start": 1591841061.3642454, "env_id": "Humanoid-v2"} 
r,l,t81.293324,17,5.453249
81.612447,17,5.53499
81.555115,17,5.624683
81.547214,17,5.719159
124.080258,24,5.83322
93.035117,19,5.939854
101.84695,21,6.085014
76.797411,16,6.182816
76.499783,16,6.280927
128.286255,25,6.500614
119.276506,24,6.685424
109.893753,22,6.860103
81.301027,17,6.950667
108.671509,22,7.094962
92.840698,19,7.222537
81.353284,17,7.348316
89.916815,18,7.451513
91.509921,19,7.553363
76.732538,16,7.668966
163.36961,34,7.871345
81.380682,17,8.004216
146.644693,29,8.204757
91.892115,19,8.418519
145.158184,30,8.684707
76.341948,16,8.797688
87.313647,18,8.935032
148.350296,30,9.143262
119.148467,25,9.2954
119.612115,24,9.501943
130.564746,26,9.801068
112.369469,23,9.974835
92.905587,19,10.146508
110.276682,23,10.318043
81.3804,17,10.465012
81.365072,17,10.574484
137.467607,28,10.756576
76.754733,16,10.900575
136.81618,27,11.114877
164.826256,33,11.361002
93.302409,19,11.523234
76.402992,16,11.677252
86.923475,18,11.813828
115.873793,24,11.982794
142.176767,28,12.194963
129.413606,26,12.383022
181.482097,37,12.664994
128.974356,27,12.829302
153.053011,32,13.047075
76.56281,16,13.155393
81.273466,17,13.27524
76.461184,16,13.376865
121.183664,24,13.553308
128.445617,25,13.739188
138.350432,28,13.90481
145.523788,28,14.112412
81.293707,17,14.235644
76.379432,16,14.35616
76.83134,16,14.472935
87.520845,18,14.60019
87.69097,18,14.758008
83.09465,17,14.868378
153.189284,30,15.0583
98.839673,20,15.182874
87.809452,18,15.30321
144.011936,28,15.488418
156.952098,34,15.717476
81.178071,17,15.854481
81.627728,17,15.970277
72.090107,15,16.067918
167.530524,32,16.288419
98.838223,20,16.408066
76.505133,16,16.519955
86.311487,18,16.627926
92.408886,19,16.741218
138.604943,27,16.90545
163.438439,36,17.117671
133.900257,26,17.299174
81.887715,17,17.407952
162.911613,34,17.630705
76.312897,16,17.716821
98.839934,20,17.863266
81.620316,17,17.983619
