# {"t_start": 1591861162.6820824, "env_id": "Humanoid-v2"} 
r,l,t
100.229388,21,58.605448
263.010923,52,58.762847
260.526157,49,58.891071
156.637148,31,58.984063
129.085261,26,59.066024
192.572208,37,59.180159
134.881175,29,59.262049
182.69459,36,59.367902
377.9874,76,59.592516
81.469099,17,59.64134
76.352502,16,59.690956
93.854465,19,59.749818
190.066395,38,59.870942
126.538416,26,59.949497
155.72606,30,60.037705
99.175306,20,60.097397
113.73147,23,60.166697
136.976064,27,60.245641
250.214422,49,60.398672
153.656339,31,60.490199
90.690167,19,60.54804
182.252761,37,60.657997
98.748159,20,60.710083
217.315983,41,60.837034
330.712812,62,61.018049
195.85512,39,61.127673
154.152984,33,61.222114
86.14413,18,61.273811
199.28543,41,61.398142
116.676287,23,61.462481
101.840872,22,61.523162
311.799783,58,61.695071
197.354353,39,61.80844
81.172644,17,61.856541
177.705478,36,61.963048
197.057804,38,62.071502
199.5926,39,62.197013
120.143146,24,62.269251
178.463339,35,62.367914
238.071183,46,62.495719
106.413861,21,62.557817
87.053624,18,62.605279
98.929307,20,62.667187
248.906217,52,62.820695
87.635419,18,62.872759
188.801033,36,62.973431
151.760261,31,64.749661
112.572317,23,64.820029
91.991459,19,64.8737
87.030972,18,64.92613
112.763572,23,65.004871
207.135445,40,65.126352
118.924264,24,65.190098
126.196685,26,65.261391
156.773245,30,65.347506
177.783158,35,65.455917
107.691557,22,65.516067
220.660478,46,65.650405
133.940712,29,65.734487
118.260655,24,65.804205
145.596077,29,65.887686
92.452989,19,65.947254
96.412591,20,66.008597
81.198144,17,66.054437
181.847316,37,66.160558
193.063879,38,66.268196
118.461713,24,66.334357
318.532974,58,66.508579
81.189295,17,66.560395
123.901166,26,66.636774
108.986286,22,66.69997
152.118833,30,66.785048
113.218457,22,66.837976
81.488714,17,66.888323
251.058383,53,67.037187
138.536458,28,67.121264
157.358294,34,67.210771
122.654183,25,67.275098
169.891899,33,67.367641
196.254816,40,67.48103
99.483339,20,67.54369
269.803268,58,67.715788
214.274974,45,67.848958
155.214027,32,67.944954
167.823602,32,68.032241
118.431711,24,68.108092
138.0937,29,68.19138
86.192508,18,68.243679
135.152544,29,68.326852
152.121495,31,68.418031
134.90651,27,68.494992
196.910803,39,68.617698
81.337608,17,68.667097
131.309639,26,68.74546
267.112057,51,68.891737
184.336609,40,69.011833
190.936589,37,69.113507
145.710162,29,69.198434
126.361501,27,69.274808
163.983433,35,69.369567
88.354594,18,69.417455
182.407515,38,69.521906
157.216846,31,69.610371
206.039386,41,69.719288
87.02805,18,69.770155
155.376243,34,69.862349
146.474094,30,69.948817
160.323464,32,70.038404
191.806442,39,70.158641
86.703957,18,70.213416
123.85453,26,70.291005
92.227838,19,70.347342
258.988311,52,70.504339
249.631146,51,72.421075
168.227027,34,72.531237
137.172999,28,72.609288
143.340037,28,72.681674
175.295117,36,72.793943
147.821346,31,72.881643
182.426397,37,72.98922
298.959022,58,73.156085
107.053545,22,73.221686
317.52589,68,73.421127
228.241279,48,73.566234
152.068262,30,73.647725
123.837956,25,73.724867
213.99245,42,73.846776
229.220371,48,73.980952
176.49577,36,74.088041
227.967445,44,74.215874
116.079236,23,74.286501
204.288134,41,74.408181
165.43683,33,74.499149
251.104866,53,74.662482
145.200696,29,74.745615
149.62018,28,74.842117
193.029738,37,74.958051
147.423812,29,75.045002
139.206493,27,75.123671
132.866977,27,75.204829
103.88504,21,75.261508
159.265358,32,75.357332
104.846365,21,75.41457
120.54977,24,75.481455
252.31546,48,75.614324
129.04784,26,75.688026
282.319582,55,75.842475
106.869759,22,75.905805
167.99131,34,75.997534
225.968643,46,76.127892
81.521933,17,76.172788
119.245675,24,76.240728
223.49072,45,76.372215
88.672886,18,76.419229
201.25237,40,76.533744
224.025942,43,76.661212
112.144179,23,76.72444
109.13389,22,76.787313
123.473447,26,76.861707
102.807907,22,76.9281
156.957021,34,77.025596
244.822657,50,77.175353
102.428956,21,77.234196
86.263966,18,77.287019
126.938395,25,77.354684
288.190859,58,77.510513
180.12783,37,77.614191
190.919396,40,77.723532
94.396779,20,77.782889
88.207107,18,77.837223
176.431924,37,77.951823
186.649488,37,78.053621
173.0473,34,78.142267
176.892047,42,78.267052
187.578298,38,80.076598
104.947661,21,80.138336
185.120237,38,80.263966
275.575319,57,80.428257
226.699266,46,80.55547
133.991811,28,80.634834
167.253153,35,80.741199
141.750757,29,80.823717
139.71206,29,80.906787
192.419603,37,81.014707
109.108682,22,81.088826
163.770289,34,81.188631
125.008996,27,81.267939
162.617213,34,81.372875
274.459359,51,81.52534
139.847004,29,81.603621
228.59812,50,81.745181
167.632472,34,81.84305
203.452518,41,81.965774
244.979737,46,82.104502
84.882826,18,82.153302
119.97722,24,82.221559
369.498147,70,82.44444
148.414608,30,82.535662
147.219095,29,82.615692
344.041026,64,82.803567
116.440059,24,82.877876
135.858809,29,82.968686
142.819226,31,83.061867
188.815412,37,83.164571
126.935128,25,83.238803
268.227131,51,83.384391
242.4477,50,83.528818
305.502673,59,83.69977
187.778028,37,83.808656
210.369159,42,83.92555
103.117548,21,83.98721
150.669521,31,84.078841
98.186795,20,84.132874
148.843868,29,84.222099
150.897902,31,84.314793
132.294809,26,84.388041
88.308769,18,84.439321
271.49876,58,84.611213
146.333629,29,84.689316
112.653414,23,84.753023
314.062707,57,84.916445
170.571898,33,85.018044
105.802305,21,85.074091
105.326109,21,85.132306
202.904576,42,85.248365
123.756279,27,85.322917
143.718905,28,85.397606
156.557723,33,85.486776
174.476041,35,85.58959
231.255407,46,85.729441
194.731246,39,85.85207
354.889941,67,87.752344
103.121311,21,87.817084
145.364902,28,87.889057
207.583113,44,88.016526
171.131039,37,88.138326
221.364219,45,88.287801
220.994249,43,88.416495
263.690468,53,88.579234
151.664006,30,88.667446
249.664602,54,88.830439
202.188373,41,88.961967
287.022862,54,89.118666
299.951068,59,89.303426
109.782237,22,89.372386
203.622143,42,89.497976
222.517196,47,89.633205
123.388904,24,89.700631
173.481583,35,89.803158
142.19344,28,89.889169
242.819444,50,90.038944
222.60003,47,90.171276
151.658077,29,90.254831
201.674779,43,90.383467
156.184363,33,90.47754
302.925433,54,90.635751
229.873934,44,90.760468
98.799265,20,90.817663
112.57222,23,90.884635
224.940486,43,91.008838
158.28215,30,91.095768
340.881745,65,91.289491
92.3037,19,91.347679
171.125937,35,91.444839
235.533935,48,91.587098
300.676497,59,91.764375
205.195347,40,91.88459
85.893836,18,91.93811
157.544924,34,92.037044
76.312902,16,92.084213
208.31912,44,92.216582
145.191114,29,92.308343
192.877879,39,92.422504
177.952879,38,92.533707
196.623634,41,92.65125
233.885904,46,92.791961
179.87813,38,92.893905
172.248511,34,92.994993
236.59323,47,93.130187
202.196136,41,93.252229
207.255828,43,93.378959
231.878347,47,93.513087
234.036205,45,93.652248
106.392537,22,93.714321
296.052689,57,95.560697
157.329246,32,95.653831
292.570894,67,95.848326
191.8421,38,95.959437
272.425132,55,96.122447
245.48399,51,96.274125
290.54238,57,96.448518
144.073918,31,96.541289
194.424016,40,96.65798
175.430434,35,96.761618
159.146599,32,96.849946
135.07267,28,96.935276
273.632509,59,97.105216
241.055652,52,97.255228
81.924031,17,97.305645
247.104366,54,97.464196
255.469284,50,97.611849
272.284925,51,97.763663
188.798768,40,97.879348
251.450552,52,98.034981
87.750558,18,98.088276
279.930664,53,98.242026
237.5854,49,98.377989
228.284529,46,98.516656
200.023612,41,98.633388
190.736422,37,98.74201
140.238803,30,98.83168
171.312,35,98.936617
203.99633,40,99.051322
204.061461,43,99.177633
185.598716,41,99.301238
320.30025,61,99.479741
236.852093,49,99.626075
338.2418,61,99.806187
333.627912,65,100.001066
196.301162,40,100.120924
185.85483,38,100.229247
172.404545,34,100.324659
188.85728,39,100.436629
208.586652,44,100.563987
186.294906,40,100.683169
119.374581,24,100.75103
199.288961,39,100.86665
99.174349,20,100.924737
205.875563,41,101.044049
252.86143,48,101.184443
359.222721,71,101.384096
136.101407,27,103.157393
197.922931,38,103.255017
218.631426,42,103.383301
275.256884,60,103.549335
192.091493,39,103.662148
263.784812,54,103.831615
256.084353,49,103.983366
122.064986,25,104.060477
229.67899,46,104.199939
227.91173,50,104.352881
191.635737,38,104.470922
144.392095,28,104.557908
215.45271,43,104.679538
266.325308,51,104.835973
178.285145,37,104.946702
219.205987,42,105.072218
298.126549,59,105.244125
176.887312,38,105.361676
224.034766,44,105.493375
160.075588,31,105.583416
285.989391,60,105.757113
217.749578,43,105.891742
200.298269,41,106.0034
354.847275,68,106.194688
173.411462,36,106.303266
110.313782,22,106.370847
223.120337,43,106.490742
191.524405,41,106.60688
114.962213,24,106.674494
177.777165,37,106.780135
332.759558,70,106.979863
218.529441,42,107.103385
369.379445,71,107.301443
176.822958,34,107.410993
171.721951,37,107.521209
316.95882,65,107.717904
467.161555,90,107.985305
297.877953,55,108.151689
309.511339,65,108.340181
196.456377,40,108.454764
304.000612,58,108.625608
198.617178,38,108.735749
170.250083,34,108.837807
282.437528,54,109.006864
219.570258,44,109.146639
190.022951,38,110.869606
192.188604,38,110.984839
133.975013,29,111.06786
380.14809,71,111.286684
151.616107,29,111.373264
227.50649,46,111.498821
485.625516,94,111.766842
379.992733,71,111.973612
138.705864,27,112.052312
227.757736,46,112.191254
259.039538,51,112.329064
304.823148,59,112.512795
302.05721,57,112.688583
272.1098,56,112.849703
332.641924,76,113.079765
195.373423,39,113.19643
187.266236,39,113.314891
280.554155,55,113.487356
157.243376,32,113.577574
193.409034,40,113.694742
237.353219,46,113.827977
174.237501,36,113.945435
263.975026,52,114.121473
231.529226,46,114.265994
216.009746,41,114.388717
242.846543,47,114.532609
380.915825,73,114.744725
222.934291,47,114.88505
334.471307,74,115.096152
295.874721,53,115.260613
143.285124,34,115.358786
374.056468,68,115.579168
178.296599,35,115.690041
174.598731,35,115.789523
208.719432,42,115.905801
241.583633,47,116.043161
215.547191,42,116.166952
248.070621,52,116.323723
416.162417,84,116.564443
315.748598,60,116.741373
350.671999,70,118.787768
263.526995,51,118.935083
347.082067,69,119.128811
324.619172,63,119.31136
111.255153,23,119.377424
179.650955,34,119.482605
216.033512,41,119.6027
230.32603,48,119.746374
268.207503,52,119.896902
454.816052,92,120.161338
240.556172,48,120.306188
385.852101,73,120.523026
121.372834,24,120.60181
248.60207,54,120.77207
308.562141,59,120.954971
290.743097,55,121.112187
212.526497,43,121.239189
127.819075,26,121.314954
238.875816,45,121.445295
334.027728,63,121.631685
268.469418,52,121.795939
271.047212,48,121.940687
148.422258,30,122.030826
261.847628,54,122.184982
234.714808,44,122.31338
187.890052,38,122.422171
97.183812,20,122.480817
208.664241,40,122.599842
229.394491,49,122.745088
325.89596,65,122.93813
251.152249,51,123.093912
171.278249,35,123.19066
268.667878,58,123.365846
215.351608,46,123.496148
289.984813,55,123.664883
222.194524,47,123.807931
272.017177,59,123.982046
369.424116,78,124.216723
243.717661,53,124.370779
286.796765,56,124.537978
285.17531,53,124.68765
280.150442,53,126.549972
324.933302,63,126.734807
229.279371,46,126.869422
406.757515,81,127.102372
347.058025,64,127.290189
352.796138,67,127.492819
207.097318,43,127.627528
247.947456,47,127.765883
438.996163,81,128.016915
254.04517,54,128.192584
280.882542,52,128.352526
325.350425,63,128.536454
301.869438,54,128.703973
402.300243,83,128.969085
330.225597,62,129.156412
378.401257,69,129.360918
367.780653,72,129.580863
238.477255,49,129.729184
136.075842,28,129.809626
213.43008,43,129.946831
245.980895,54,130.105359
325.501749,64,130.295751
231.75988,48,130.436436
305.847935,62,130.626544
279.8086,55,130.783498
344.774029,66,130.98439
284.068455,58,131.160472
183.539146,39,131.285667
308.900849,62,131.454248
301.436729,57,131.626848
202.679369,43,131.760138
218.432208,50,131.913737
293.745108,55,132.064241
242.56305,53,132.226018
315.866245,72,132.434075
213.25706,41,132.558108
207.381404,41,134.348389
224.744325,44,134.480465
326.596695,62,134.671054
273.765996,56,134.826353
339.703375,68,135.014333
435.176285,89,135.271105
311.725835,63,135.448735
234.662807,48,135.588307
201.976273,44,135.723817
484.281097,93,136.005493
376.549163,71,136.231069
418.974319,82,136.483788
159.859258,31,136.57527
250.760604,49,136.71791
282.696863,57,136.884051
295.746651,54,137.059035
196.186773,41,137.181192
305.958756,57,137.351095
219.907973,48,137.498262
271.855739,55,137.665068
228.463054,49,137.816804
221.11824,43,137.94609
204.728692,41,138.069441
311.094389,59,138.25371
98.526953,20,138.313593
238.514076,55,138.467497
219.372142,43,138.588118
245.538777,47,138.725103
440.946075,82,138.977294
138.016072,28,139.065678
186.530036,40,139.17602
277.936231,55,139.328443
263.24054,50,139.476228
278.254783,52,139.629603
243.354604,50,139.781949
349.85494,68,139.989589
332.05418,73,140.212924
320.917975,58,140.381048
327.518908,64,142.252547
332.38935,63,142.434885
384.830147,71,142.640097
315.065915,64,142.824052
220.550515,45,142.957006
226.437003,45,143.091093
360.516692,68,143.30162
500.881144,97,143.58589
387.670383,70,143.792635
261.867661,52,143.941974
308.227591,63,144.13439
260.061652,54,144.312488
529.659803,114,144.666202
418.734171,77,144.882894
316.848795,63,145.069525
226.935957,45,145.200872
338.484431,63,145.384768
193.807634,39,145.501168
250.181317,53,145.657292
363.587001,66,145.86392
599.844818,114,146.204331
402.624183,88,146.470496
310.906549,64,146.661467
451.821027,93,146.939146
216.737801,44,147.07639
293.483661,56,147.251555
269.174807,51,147.408309
294.493355,55,147.569076
