approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.008597111,0.4187622,84.87,437.6412089899999,0.9543818607926369,1039,56,23.288548,-0.02742379,114688,435.56049370765686,458752,0.015310635
0.009049101,0.42280275,84.15,432.6764954100001,0.9446275979280472,1046,57,23.287785,-0.027786639,116736,443.38902759552,466944,0.018494925
0.008807662,0.41737062,83.47,431.1582985800001,0.9505785256624222,1041,58,23.277298,-0.027597144,118784,451.2561068534851,475136,0.016386941
0.009001097,0.42209473,85.56,441.8893442999999,0.94533371925354,1060,59,23.251707,-0.028387984,120832,458.9825665950775,483328,0.017902806
0.0085057225,0.410791,84.98,439.18891718,0.9458893276751041,1047,60,23.230946,-0.027267685,122880,466.80084347724915,491520,0.018110655
0.009243457,0.42705077,85.5,432.52559816,0.9405366070568562,1057,61,23.238773,-0.028192792,124928,474.54587483406067,499712,0.020565242
0.009124044,0.42512208,85.97,445.49065669000004,0.944632526487112,1045,62,23.214838,-0.027998101,126976,482.3809173107147,507904,0.018468816
0.009240245,0.4293701,85.93,443.3603303499999,0.9410104677081108,1043,63,23.204939,-0.02744398,129024,490.2304108142853,516096,0.019407585
0.009379441,0.43009034,83.49,430.2360693099999,0.9441483207046986,1048,64,23.193966,-0.028235683,131072,498.0428252220154,524288,0.018629055
0.008941166,0.4215576,87.74,452.1759301699999,0.9476398341357708,1036,65,23.184399,-0.02709667,133120,505.947496175766,532480,0.017522098
0.0088403765,0.42211914,85.16,440.97848845,0.9476081058382988,1026,66,23.182278,-0.026783068,135168,513.926696062088,540672,0.017495276
0.009283352,0.42908937,89.88,465.6007422500001,0.9371737539768219,1035,67,23.160349,-0.028024217,137216,521.8396301269531,548864,0.020001542
0.009180918,0.42747802,85.36,440.43249268,0.9496815800666809,1039,68,23.144484,-0.028338525,139264,529.7206118106842,557056,0.016445931
0.00961109,0.43543702,81.84,425.67353346000004,0.9479970000684261,1038,69,23.133043,-0.027831797,141312,537.6089689731598,565248,0.016469574
0.009279655,0.43175048,87.25,446.35395899999986,0.9516281671822071,1035,70,23.122692,-0.02793168,143360,545.5178830623627,573440,0.015829219
0.009727263,0.43691406,88.29,455.49073716,0.9470385313034058,1044,71,23.10368,-0.028629422,145408,553.3604180812836,581632,0.016875979
0.009605682,0.44246826,89.08,461.91455158,0.9490888640284538,1038,72,23.104607,-0.02905037,147456,561.249395608902,589824,0.015948933
0.009121658,0.42421874,87.55,452.0915934999999,0.9527964293956757,1040,73,23.096287,-0.02803335,149504,569.125412940979,598016,0.015190421
0.009869489,0.43400878,90.2,467.5045951300001,0.9488158412277699,1041,74,23.089973,-0.028551172,151552,576.9935417175293,606208,0.016726078
0.00921232,0.42827147,89.23,460.03888853999996,0.9503332674503326,1024,75,23.055426,-0.027086299,153600,584.9878697395325,614400,0.016620465
0.009883777,0.44448242,90.45,465.445185,0.9496244005858898,1046,76,23.048635,-0.027453497,155648,592.8144016265869,622592,0.01714689
0.009592889,0.43294677,91.37,472.35789653000006,0.9469395913183689,1036,77,23.036316,-0.027243417,157696,600.7162187099457,630784,0.01768113
0.009761113,0.44324952,90.9,470.86754502,0.9484222158789635,1048,78,23.010914,-0.028631825,159744,608.5290307998657,638976,0.016926717
0.009835939,0.43629152,90.89,469.19047665,0.9475571475923061,1021,79,22.998234,-0.027632654,161792,616.5502252578735,647168,0.017173838
0.00974094,0.43724364,91.8,474.00491423,0.9548164382576942,1043,80,22.979004,-0.028834686,163840,624.4049415588379,655360,0.015031578
0.009376827,0.4314209,88.58,458.63112464,0.9545191302895546,1012,81,22.97119,-0.027267596,165888,632.5005509853363,663552,0.014883022
0.0090648495,0.42823488,88.73,458.39990715,0.9537934064865112,1034,82,22.977873,-0.02733237,167936,640.422739982605,671744,0.0152339265
0.009793069,0.44019777,92.88,476.14852553000003,0.9467898793518543,1036,83,22.96696,-0.027076747,169984,648.3274538516998,679936,0.017880997
0.010063985,0.44504395,89.21,461.36635964,0.9519892670214176,1037,84,22.945919,-0.027918706,172032,656.2220067977905,688128,0.015398267
0.010062083,0.44641113,90.86,467.19127138999994,0.9507110863924026,1033,85,22.931765,-0.027614161,174080,664.1452934741974,696320,0.016110811
0.010309051,0.4506592,92.85,484.47602408,0.9463833905756474,1026,86,22.925154,-0.02816147,176128,672.1226017475128,704512,0.017108696
0.009758296,0.43911132,92.65,480.18172983999995,0.953342579305172,1025,87,22.894897,-0.027171588,178176,680.1074390411377,712704,0.015103663
0.010350098,0.44610596,95.43,488.16454705,0.9530217871069908,1043,88,22.865688,-0.027675703,180224,687.9577858448029,720896,0.015309575
0.010177286,0.44875488,96.7,499.24619054999994,0.954725619405508,1035,89,22.848598,-0.028076608,182272,695.8681247234344,729088,0.015059615
0.010577776,0.4475952,94.46,489.3963207,0.9549921154975891,1029,90,22.84861,-0.027422428,184320,703.8222441673279,737280,0.014789765
0.009646136,0.43486327,92.51,481.33778162999994,0.9540933780372143,1043,91,22.826466,-0.027144616,186368,711.6703863143921,745472,0.015121177
0.010063533,0.4472046,94.93,489.70340211000007,0.9524681493639946,1034,92,22.791828,-0.02690651,188416,719.5884547233582,753664,0.015899725
0.009992192,0.44769287,94.98,493.9972692399999,0.9559191465377808,1042,93,22.774227,-0.02846546,190464,727.4476256370544,761856,0.014394167
0.0098583605,0.44575197,94.07,486.89617066000005,0.9493820481002331,1018,94,22.76784,-0.027273431,192512,735.4915192127228,770048,0.017534537
0.010313481,0.4536621,96.63,495.40799029000004,0.9560423269867897,1033,95,22.763777,-0.027972255,194560,743.4222867488861,778240,0.014793838
0.010669307,0.45426026,93.78,481.87224686,0.9495382159948349,1040,96,22.780956,-0.028968707,196608,751.2962257862091,786432,0.017309543
0.010336339,0.44432372,99.69,510.60882446999994,0.9530205652117729,1039,97,22.779596,-0.027128154,198656,759.175500869751,794624,0.0154260155
0.010404912,0.44591063,95.04,495.58224977,0.954818282276392,1043,98,22.77655,-0.027877057,200704,767.0235049724579,802816,0.0140457405
0.010494335,0.45645753,91.18,470.5927399,0.9452622421085835,1007,99,22.77418,-0.028531164,202752,775.1525778770447,811008,0.017925946
0.010334859,0.4472046,96.02,500.65976756000003,0.9454855173826218,1044,100,22.779024,-0.027548254,204800,782.9966003894806,819200,0.017657835
0.010524656,0.45180663,96.85,501.24025907000004,0.9540007524192333,1049,101,22.760828,-0.028885305,206848,790.801519870758,827392,0.014249936
0.010426251,0.45343018,100.66,525.8723894999999,0.9468519613146782,1036,102,22.753525,-0.027445108,208896,798.7042768001556,835584,0.017060762
0.011175958,0.46799317,96.58,501.25025569999997,0.9562354534864426,1057,103,22.750751,-0.02945157,210944,806.4523746967316,843776,0.013727315
0.010539531,0.44716796,100.99,528.86070788,0.9458133205771446,1035,104,22.739569,-0.02771838,212992,814.3674314022064,851968,0.018264465
0.009895535,0.4435791,101.15,519.14894603,0.9572539292275906,1050,105,22.72461,-0.026539138,215040,822.1636235713959,860160,0.014820404
0.010538863,0.45311278,96.44,504.86923857,0.9517262428998947,1029,106,22.731052,-0.028129634,217088,830.1217341423035,868352,0.015849093
0.010898496,0.45961913,95.97,496.8748705400001,0.9509627893567085,1039,107,22.72886,-0.027560955,219136,838.000563621521,876544,0.016159687
0.010610225,0.45417482,96.69,504.80714971000003,0.9541359357535839,1037,108,22.718885,-0.02719093,221184,845.8967027664185,884736,0.014845403
0.010485878,0.45600587,96.31,506.42714389,0.9566907957196236,1040,109,22.695961,-0.02815012,223232,853.7695260047913,892928,0.014254625
0.010296856,0.45228273,98.0,513.0853017900001,0.9530145861208439,1028,110,22.680399,-0.027798533,225280,861.732264995575,901120,0.015012955
0.01040774,0.4493164,100.06,522.87921839,0.9537666626274586,1043,111,22.672443,-0.02795868,227328,869.5812649726868,909312,0.014844336
0.01062487,0.4584717,93.6,487.89366928,0.958269976079464,1050,112,22.644848,-0.028650975,229376,877.3826415538788,917504,0.013339004
0.010985643,0.46152344,98.89,519.33660886,0.9537665545940399,1037,113,22.619843,-0.02742886,231424,885.2797291278839,925696,0.014420626
0.011065961,0.4614502,98.16,514.7701343599999,0.9527262337505817,1035,114,22.596054,-0.028272176,233472,893.1937847137451,933888,0.014850927
0.011499958,0.46567383,101.66,535.3262931,0.9514196254312992,1044,115,22.574451,-0.02860142,235520,901.0360763072968,942080,0.01553034
0.0114847105,0.46726075,104.72,546.50323536,0.9546889960765839,1044,116,22.55785,-0.029701972,237568,908.8765037059784,950272,0.014293136
0.010712435,0.46450195,102.64,535.93754952,0.9461765922605991,1034,117,22.549427,-0.029034197,239616,916.7941660881042,958464,0.017983226
0.010824357,0.45618898,105.51,552.51271126,0.9462341405451298,1062,118,22.542473,-0.02774775,241664,924.5069823265076,966656,0.017934632
0.010641027,0.4607666,105.44,552.2513351800001,0.9487378932535648,1049,119,22.529245,-0.02808709,243712,932.313428401947,974848,0.017093096
0.010437865,0.45794678,103.96,546.0030475000001,0.9546452797949314,1051,120,22.52341,-0.026898474,245760,940.1071200370789,983040,0.015578871
0.010928668,0.46259767,99.09,522.86856839,0.9527223221957684,1047,121,22.51234,-0.028211653,247808,947.9279057979584,991232,0.015894871
0.011206177,0.4661499,100.84,528.67882915,0.9463186375796795,991,122,22.491676,-0.027310109,249856,956.192973613739,999424,0.019038735
0.010915794,0.45894775,103.21,539.50244369,0.9515854977071285,1011,123,22.47487,-0.027491853,251904,964.296128988266,1007616,0.016433258
0.01069308,0.4546753,107.68,561.2206370600001,0.957974836230278,1033,124,22.48165,-0.02889523,253952,972.2233753204346,1015808,0.013732304
0.010701122,0.4609131,104.56,546.80294857,0.9560913294553757,1041,125,22.478827,-0.02696138,256000,980.0896809101105,1024000,0.014969496
0.011123916,0.4639038,103.61,543.44450894,0.9504957795143127,1050,126,22.462921,-0.027896041,258048,987.8853187561035,1032192,0.01662975
0.011584517,0.46778566,100.51,524.47593911,0.9607565999031067,1033,127,22.44746,-0.028724331,260096,995.8093221187592,1040384,0.013046911
0.011052799,0.4638794,104.27,542.5964959400001,0.9543120041489601,998,128,22.432486,-0.028239232,262144,1004.0135209560394,1048576,0.014431444
0.010946983,0.46069336,107.54,560.0406135399999,0.9549943767488003,1050,129,22.412014,-0.028254148,264192,1011.8127517700195,1056768,0.014911679
0.011064333,0.4616211,111.85,578.01422476,0.9576843120157719,1026,130,22.393356,-0.027301827,266240,1019.7915873527527,1064960,0.013956627
0.0112239,0.46522218,105.92,548.0172989600001,0.9560384377837181,1022,131,22.377254,-0.027444562,268288,1027.8006076812744,1073152,0.01457802
0.011450013,0.4692871,109.1,569.4233284000001,0.9460619539022446,1034,132,22.36224,-0.027867172,270336,1035.72234749794,1081344,0.017878246
0.011397496,0.45905763,104.8,547.5822134599999,0.9459113292396069,1024,133,22.329243,-0.027694274,272384,1043.722276687622,1089536,0.017715018
0.0115628,0.47071534,107.43,566.3259910599999,0.9429211169481277,1033,134,22.282917,-0.027841115,274432,1051.6521451473236,1097728,0.019275099
0.010821361,0.4619507,111.89,588.3662645999999,0.9538286998867989,1026,135,22.273903,-0.027939135,276480,1059.630842924118,1105920,0.016074806
0.0111621935,0.4643921,107.68,563.78686785,0.953374344855547,1032,136,22.262754,-0.02738688,278528,1067.5693378448486,1114112,0.0168505
0.011490036,0.47226563,112.41,591.2627986599999,0.9505448378622532,1017,137,22.253017,-0.028099477,280576,1075.619880437851,1122304,0.016616052
0.011694433,0.47468263,107.45,569.1806169699998,0.9438031688332558,1019,138,22.22054,-0.027398515,282624,1083.6582353115082,1130496,0.019255782
0.012163559,0.4791382,108.29,573.3966786000001,0.9402854517102242,983,139,22.208323,-0.02860954,284672,1091.9889423847198,1138688,0.019833405
0.01215723,0.48116454,108.19,571.74503227,0.9505667164921761,878,140,22.18121,-0.027297284,286720,1101.316128730774,1146880,0.01778448
0.012167918,0.48013917,108.35,573.99412499,0.9523397013545036,1015,141,22.1613,-0.027898517,288768,1109.3814845085144,1155072,0.0163452
0.011781922,0.47366944,107.22,571.1981991800001,0.9495722092688084,1027,142,22.149426,-0.027472803,290816,1117.3513350486755,1163264,0.017726775
0.011211924,0.4624878,114.68,608.07417043,0.9532349333167076,1019,143,22.152458,-0.028104743,292864,1125.3868055343628,1171456,0.0157702
0.0120084165,0.47532958,108.27,576.0617232799999,0.9487485438585281,1039,144,22.13878,-0.02837728,294912,1133.265260219574,1179648,0.01735228
0.011459452,0.47382814,114.65,602.16075027,0.9492156021296978,1031,145,22.128086,-0.028307473,296960,1141.2091019153595,1187840,0.018255007
0.0112753175,0.47182617,113.15,603.03957604,0.9474108926951885,1003,146,22.110924,-0.028108876,299008,1149.36940741539,1196032,0.01731513
0.011904501,0.47561035,106.51,562.10688306,0.9472167305648327,1000,147,22.087902,-0.027501946,301056,1157.55752491951,1204224,0.018858945
0.011586707,0.46986085,109.35,578.84414726,0.9567699730396271,1015,148,22.060856,-0.0286793,303104,1165.624594926834,1212416,0.015272843
0.01210683,0.47677,112.28,602.9348317500001,0.9555784501135349,1025,149,22.055944,-0.028525108,305152,1173.6157629489899,1220608,0.014963418
0.01129822,0.46851808,114.77,613.6526589299999,0.9546537511050701,1030,150,22.051945,-0.027929801,307200,1181.5684378147125,1228800,0.01595256
0.01273901,0.48707277,116.93,621.3543014799999,0.9511877745389938,1037,151,22.035769,-0.028812924,309248,1189.4643380641937,1236992,0.01671426
0.012149915,0.47928467,113.22,606.1540843000001,0.9573610164225101,1032,152,22.014486,-0.028844928,311296,1197.3971889019012,1245184,0.014431122
0.011700819,0.47260743,117.12,623.72905259,0.9577725939452648,1047,153,22.003838,-0.028110549,313344,1205.221050977707,1253376,0.014670469
0.011625843,0.47341308,113.79,603.68685582,0.9619101211428642,1038,154,22.005833,-0.026497206,315392,1213.1097254753113,1261568,0.013791874
0.012539742,0.4817505,115.5,616.72395482,0.9513214565813541,1058,155,21.991705,-0.027831921,317440,1220.8492329120636,1269760,0.017177679
0.012229765,0.47860107,119.72,640.7291069700001,0.9529632553458214,1044,156,21.988033,-0.02815541,319488,1228.6943833827972,1277952,0.016531345
0.011379999,0.46931154,117.05,626.1960084100001,0.9518435411155224,1048,157,21.980375,-0.028093,321536,1236.5058953762054,1286144,0.017273514
0.012406169,0.47779542,117.24,620.9853511100001,0.948942705988884,1047,158,21.989452,-0.027734345,323584,1244.3266298770905,1294336,0.018236546
0.011973476,0.4812378,116.39,619.5747904899999,0.9606353305280209,1038,159,21.985718,-0.027942937,325632,1252.2168493270874,1302528,0.01359127
0.012887521,0.49038085,116.05,617.6927204899999,0.9542993195354939,1042,160,21.972439,-0.029180283,327680,1260.0791175365448,1310720,0.015957274
0.012337424,0.4861206,116.62,625.22972687,0.9424115754663944,1040,161,21.963558,-0.027666206,329728,1267.9566724300385,1318912,0.020191936
0.011794559,0.47551268,121.56,648.73306253,0.9569268710911274,1046,162,21.957737,-0.02705602,331776,1275.7849655151367,1327104,0.014813076
0.012055578,0.47491455,117.77,634.8257366,0.9535855650901794,1055,163,21.935047,-0.027665889,333824,1283.5461082458496,1335296,0.015791956
0.012563512,0.48348388,119.04,640.05283943,0.9559114165604115,1051,164,21.921703,-0.027828937,335872,1291.334790945053,1343488,0.015751172
0.011949377,0.47893065,119.08,642.0691000400001,0.9440003521740437,1021,165,21.912626,-0.028086508,337920,1299.3547005653381,1351680,0.019415759
0.012902366,0.49179688,120.71,648.1691473600001,0.945355661213398,1031,166,21.878305,-0.027540307,339968,1307.2969534397125,1359872,0.019858228
0.012546172,0.4846924,123.2,671.09504422,0.9455100819468498,1026,167,21.85075,-0.025837595,342016,1315.283221244812,1368064,0.020382933
0.012720957,0.49217528,126.93,689.2466067999999,0.9443130195140839,1021,168,21.825274,-0.028689077,344064,1323.3032884597778,1376256,0.02061811
0.012949933,0.4913086,124.15,671.7889646,0.9410685934126377,999,169,21.808699,-0.029378165,346112,1331.4965674877167,1384448,0.021715632
0.012218038,0.4824585,125.96,672.1834851799999,0.9482160694897175,1013,170,21.784483,-0.027553001,348160,1339.576355934143,1392640,0.019111875
0.012226251,0.4816162,129.46,691.51045056,0.9549407735466957,894,171,21.764454,-0.028476566,350208,1348.7381949424744,1400832,0.016619047
0.012767795,0.49180907,131.7,704.12171149,0.9375413917005062,1003,172,21.743961,-0.028299797,352256,1356.899658203125,1409024,0.023391992
0.01232806,0.4776245,125.56,670.04851361,0.9527255482971668,1015,173,21.71332,-0.027647745,354304,1364.967523097992,1417216,0.018236788
0.012775427,0.48544922,119.89,649.06617731,0.9440879710018635,1011,174,21.697151,-0.027739141,356352,1373.0674574375153,1425408,0.02269964
0.012786999,0.48989257,127.47,694.54575567,0.9484520889818668,1020,175,21.663626,-0.028570067,358400,1381.0942618846893,1433600,0.018887833
0.013077405,0.49129638,128.09,692.8208257800001,0.9431044645607471,1024,176,21.653671,-0.028343445,360448,1389.093337059021,1441792,0.020706475
0.012210044,0.4803711,122.8,660.97228748,0.9586663320660591,1007,177,21.633429,-0.027710533,362496,1397.2275369167328,1449984,0.016039168
0.012620553,0.486792,121.46,657.1204179800001,0.9413451701402664,1036,178,21.62501,-0.029095467,364544,1405.1316463947296,1458176,0.021020878
0.012931576,0.49378663,126.52,688.22316559,0.9472891800105572,759,179,21.603336,-0.028752353,366592,1415.9181933403015,1466368,0.018867109
0.013666039,0.50111085,130.52,716.54613857,0.9434186629951,1003,180,21.593843,-0.028905313,368640,1424.0854051113129,1474560,0.020394178
0.012642121,0.49067384,133.99,733.7537433900001,0.9441207684576511,651,181,21.600502,-0.027799621,370688,1436.6596574783325,1482752,0.020115167
0.01291365,0.49111328,132.25,716.08363725,0.9416033923625946,1020,182,21.58022,-0.026858505,372736,1444.6876065731049,1490944,0.022577163
0.012493181,0.48236084,131.08,707.1415059599999,0.946856651455164,1030,183,21.561728,-0.02748098,374784,1452.6377520561218,1499136,0.020055855
0.012478552,0.4843506,134.29,724.5880212400001,0.9485376179218292,1037,184,21.54858,-0.027105838,376832,1460.5375623703003,1507328,0.019264627
0.012144277,0.4791382,128.13,695.39063596,0.9500717781484127,1021,185,21.536388,-0.027740737,378880,1468.5542449951172,1515520,0.020466547
0.013366381,0.4939087,132.61,720.71589714,0.9374662488698959,828,186,21.528797,-0.027755225,380928,1478.4427666664124,1523712,0.024219355
0.013083307,0.49501953,135.75,740.82721887,0.9539066664874554,1033,187,21.524366,-0.027904805,382976,1486.3702821731567,1531904,0.017679911
0.0127454195,0.48999023,133.18,715.0433567100001,0.9433670565485954,775,188,21.521969,-0.026725974,385024,1496.9331588745117,1540096,0.022073206
0.012907812,0.49095458,132.69,711.82895429,0.9480489082634449,1036,189,21.499096,-0.027209768,387072,1504.8381807804108,1548288,0.01999468
0.012676735,0.47994384,131.83,715.1365766599998,0.9520285725593567,1035,190,21.498966,-0.027445018,389120,1512.7512791156769,1556480,0.018506661
0.0134866685,0.49970704,130.35,713.90033039,0.9469659365713596,1030,191,21.477364,-0.02774493,391168,1520.7037782669067,1564672,0.01968097
0.013289372,0.49370116,138.25,750.9922783499999,0.9488150738179684,1003,192,21.451035,-0.027884489,393216,1528.867311000824,1572864,0.018057346
0.013252601,0.49134523,135.98,731.78649968,0.9503964968025684,1012,193,21.429163,-0.02787846,395264,1536.9611926078796,1581056,0.01885501
0.012365831,0.48428956,130.07,698.5467169599999,0.9506790786981583,1029,194,21.41979,-0.027137335,397312,1544.917843580246,1589248,0.019344222
0.01297334,0.48345947,131.22,706.94909566,0.9507145099341869,1037,195,21.400175,-0.026969392,399360,1552.8162322044373,1597440,0.018290455
0.013160099,0.48988038,129.43,704.0830454,0.9476367570459843,1029,196,21.370047,-0.027927753,401408,1560.7711517810822,1605632,0.01889155
0.0123763215,0.48658448,132.26,714.0628093,0.9479363188147545,1019,197,21.355808,-0.027803395,403456,1568.8056745529175,1613824,0.019608436
0.013419108,0.49678954,135.19,730.13708271,0.952070090919733,1018,198,21.336351,-0.028264027,405504,1576.8516461849213,1622016,0.016487153
0.013138394,0.49039307,142.86,771.1511883799999,0.9369730055332184,1018,199,21.308287,-0.027317334,407552,1584.8970568180084,1630208,0.023082208
