# {"t_start": 1591861162.7128847, "env_id": "Humanoid-v2"} 
r,l,t
99.063357,20,57.771973
115.427708,23,57.839699
140.970262,28,57.916067
184.151555,37,58.015839
86.447457,18,58.069969
82.838657,17,58.12485
273.055072,55,58.289821
109.619688,22,58.354448
155.18981,33,58.450477
115.190385,23,58.514373
159.723862,34,58.625815
147.957926,29,58.702735
189.734549,41,58.830395
188.231363,38,58.950821
149.614737,32,59.047932
265.52852,51,59.20068
155.541093,32,59.292483
115.318686,23,59.362786
135.073512,27,59.451393
137.260382,28,59.532308
114.524518,23,59.598954
144.694089,30,59.689759
169.619266,34,59.783639
235.274855,48,59.928904
147.01231,30,60.020913
121.343136,24,60.089193
194.36465,39,60.198304
162.390059,33,60.293205
155.024501,31,60.38452
88.596296,18,60.440796
108.75923,22,60.501952
99.081426,20,60.557745
244.686127,49,60.70153
104.705533,21,60.761445
248.03804,49,60.906871
98.749187,20,60.963135
86.502289,18,61.0182
136.152329,30,61.103355
162.688044,33,61.203745
114.722445,23,61.277501
87.330085,18,61.330021
102.665177,23,61.397761
112.583796,24,61.465277
154.054219,34,61.560103
76.580694,16,61.603951
81.187744,17,61.65447
161.707387,35,61.754286
201.232722,39,61.870677
99.848215,21,61.932642
86.573606,18,61.98256
219.434754,44,63.796347
104.197209,21,63.855207
156.166226,32,63.950809
212.738375,42,64.084882
175.5583,35,64.192655
405.985158,80,64.413887
253.554105,48,64.556826
244.217815,50,64.701075
122.9831,24,64.77103
87.617161,18,64.824073
166.440213,35,64.92274
267.449349,49,65.073292
194.850107,40,65.183528
152.538711,33,65.276186
87.925101,18,65.328537
250.634615,48,65.470147
145.125867,29,65.556061
250.292527,50,65.704204
91.085788,19,65.760117
141.725303,29,65.841178
231.676596,43,65.957029
211.775613,43,66.078519
105.009333,24,66.146194
118.669696,24,66.218755
169.707951,34,66.308079
137.076005,31,66.388149
87.61084,18,66.439583
115.686894,23,66.500932
122.502247,25,66.575549
162.44115,34,66.683786
146.985927,32,66.777373
100.856867,20,66.83709
134.866301,27,66.914552
101.294487,22,66.979899
187.003725,36,67.080701
151.895973,30,67.170622
233.344784,48,67.311326
264.237385,51,67.457842
99.606562,20,67.518033
230.636321,50,67.668301
129.169911,26,67.747905
163.373109,33,67.843611
140.537537,28,67.927106
121.269896,24,67.992702
129.982494,25,68.067785
87.317283,18,68.122776
359.172011,78,68.343849
97.588675,20,68.397736
139.016772,27,68.469842
281.735009,62,68.640687
154.179487,30,68.723217
87.233812,18,68.771794
116.46162,23,68.834996
95.251533,20,68.888971
86.509366,18,68.938423
171.783515,36,69.043768
273.091032,56,69.207442
110.8825,22,69.275482
141.489204,28,69.356452
199.889059,42,69.488371
133.686109,27,69.566106
105.859569,22,69.632512
149.327909,31,71.487926
272.718834,55,71.656892
119.034616,24,71.725983
104.868117,21,71.780688
151.020993,30,71.873518
93.054836,19,71.925484
218.124238,45,72.057742
231.517292,45,72.183181
319.275362,63,72.374161
183.206166,37,72.480883
202.396889,40,72.594876
102.602193,21,72.661315
76.539607,16,72.706471
106.02318,22,72.771399
109.424209,22,72.83384
163.876783,35,72.935981
169.446385,38,73.045053
143.30784,28,73.12336
180.840248,37,73.236532
341.212604,63,73.419535
213.713117,42,73.541622
199.518578,39,73.659477
164.975209,34,73.764698
287.124517,53,73.932441
