approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,regularization_pi,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.013404788,0.4998291,96.81,507.86105655000006,0.9571480788290501,1027,114,22.442326,-0.025990551,0.04295015,233472,901.8589718341827,933888,0.014105549
0.01398544,0.51225585,96.9,510.6221464100001,0.9504563584923744,1030,115,22.419445,-0.026221922,0.04298875,235520,909.8112647533417,942080,0.017254304
0.013269842,0.49870604,100.54,530.8259899799999,0.9605164155364037,1032,116,22.40559,-0.025737215,0.043011688,237568,917.7492880821228,950272,0.013270823
0.0129394885,0.49714357,103.08,538.61146493,0.9613304026424885,1020,117,22.388577,-0.027097205,0.04299827,239616,925.7764804363251,958464,0.01304688
0.013433372,0.5054077,103.71,542.46246201,0.9597379751503468,1031,118,22.366245,-0.025360947,0.042973567,241664,933.7192332744598,966656,0.013867157
0.013481495,0.50454104,102.53,539.84652786,0.9640661664307117,1018,119,22.347252,-0.02604128,0.043024138,243712,941.7596907615662,974848,0.011551008
0.013019243,0.49591064,101.58,536.8474759599999,0.9663095138967037,1032,120,22.319626,-0.024240095,0.043076202,245760,949.6937837600708,983040,0.011305782
0.01421279,0.5154785,107.0,565.0826670900001,0.9613526128232479,1027,121,22.291271,-0.026986232,0.04311541,247808,957.6658432483673,991232,0.013023755
0.013488993,0.5064209,100.58,533.92370862,0.9630517438054085,1036,122,22.272865,-0.025652373,0.043157764,249856,965.5716395378113,999424,0.012407685
0.013036636,0.4965698,102.16,537.87770354,0.9585776478052139,1015,123,22.257809,-0.025873372,0.043204807,251904,973.6415584087372,1007616,0.01402887
0.014165615,0.5169312,107.78,561.49676997,0.9609433338046074,1022,124,22.254105,-0.02671637,0.043237977,253952,981.6560583114624,1015808,0.013402979
0.013512811,0.50675046,105.26,552.55803375,0.9651418477296829,1042,125,22.238602,-0.02512857,0.043233722,256000,989.5112781524658,1024000,0.012239823
0.013443006,0.50253904,103.01,536.9930767000001,0.9615464136004448,1025,126,22.225796,-0.02547302,0.043286756,258048,997.5011954307556,1032192,0.0130331535
0.013917133,0.50675046,102.65,542.47775714,0.9608579501509666,1020,127,22.218206,-0.024667691,0.043339297,260096,1005.5290343761444,1040384,0.013361526
0.014248529,0.5134155,107.04,564.19913108,0.9610782414674759,1022,128,22.207758,-0.026280219,0.043401923,262144,1013.5381202697754,1048576,0.013396521
0.0142357275,0.51606447,105.44,553.1294236399999,0.9618367478251457,1038,129,22.197971,-0.025301963,0.043432567,264192,1021.4261181354523,1056768,0.013396305
0.015273099,0.5264282,103.55,541.70805431,0.9631466642022133,1024,130,22.17718,-0.026441833,0.04348278,266240,1029.4256882667542,1064960,0.012527893
0.014187577,0.5213623,101.15,536.4538975700001,0.9651328548789024,1033,131,22.17011,-0.026314417,0.043522086,268288,1037.3534533977509,1073152,0.011517144
0.01443656,0.51434326,104.0,550.01399181,0.9618507735431194,1029,132,22.163046,-0.02489097,0.043624833,270336,1045.3113725185394,1081344,0.01294888
0.014206667,0.5100342,102.53,547.3922688900001,0.961825966835022,1028,133,22.140743,-0.02589367,0.043666184,272384,1053.2780649662018,1089536,0.012220972
0.014317075,0.5183716,101.89,542.34282149,0.9622177369892597,1034,134,22.12242,-0.027011096,0.043708947,274432,1061.1994421482086,1097728,0.011925628
0.014898434,0.51677245,108.66,576.03314422,0.9607229679822922,1016,135,22.097908,-0.026509073,0.043805957,276480,1069.2582550048828,1105920,0.01356252
0.014302482,0.515625,110.89,588.52361834,0.9588810503482819,1038,136,22.097515,-0.026397893,0.043847892,278528,1077.1447215080261,1114112,0.014258814
0.01534532,0.52089846,107.9,568.23692965,0.9506198428571224,1018,137,22.09155,-0.026060075,0.043824736,280576,1085.18679022789,1122304,0.017002894
0.014184585,0.51362306,100.82,534.9747384699999,0.9689395576715469,1031,138,22.07686,-0.02543984,0.04377559,282624,1093.1299965381622,1130496,0.010498549
0.015301837,0.53341067,102.14,540.8747465199999,0.9596556015312672,1023,139,22.074602,-0.025853544,0.043774836,284672,1101.1344804763794,1138688,0.013289978
0.015100053,0.5199951,105.62,562.7790685,0.9598663337528706,1028,140,22.090858,-0.026141679,0.043799434,286720,1109.1012215614319,1146880,0.013405313
0.015684063,0.5335205,108.26,577.17502391,0.9618123285472393,1010,141,22.09946,-0.027482763,0.04379631,288768,1117.2087602615356,1155072,0.012475849
0.0149994595,0.52423096,108.75,577.90205749,0.9614384733140469,1013,142,22.087015,-0.025325174,0.043788753,290816,1125.2932677268982,1163264,0.0128573
0.015422823,0.5274414,105.93,564.8072781300001,0.9653276056051254,1021,143,22.081379,-0.02618235,0.043810524,292864,1133.3135602474213,1171456,0.011430597
0.015760532,0.52919924,109.99,580.01906993,0.9610576927661896,1022,144,22.077724,-0.02744543,0.043838583,294912,1141.3231737613678,1179648,0.013205951
0.015343388,0.5277832,111.15,586.9250714499999,0.9593192003667355,1018,145,22.063921,-0.026518647,0.043854397,296960,1149.3704500198364,1187840,0.0139426235
