# {"t_start": 1591861068.7047625, "env_id": "Humanoid-v2"} 
r,l,t
282.612255,58,129.960614
256.604948,53,130.121775
285.027789,53,130.283332
187.951722,38,130.395984
237.363922,46,130.528227
342.773707,69,130.736531
197.327235,41,130.861595
220.846799,42,130.996005
238.855969,49,131.15353
240.234291,47,131.307456
106.431146,22,131.373501
130.868286,27,131.446003
175.501028,36,131.552141
398.474021,73,131.767288
352.084798,66,131.958547
380.066253,77,132.197266
437.824997,88,132.460317
432.912079,92,132.725021
149.504366,30,132.81033
357.50159,65,132.99922
139.548431,32,133.088065
278.874645,53,133.234063
178.667026,35,133.334053
407.695179,79,133.575462
289.887029,57,133.74505
239.912446,47,133.884065
366.892608,70,134.103822
437.524289,79,134.375941
197.374044,41,134.521601
156.592982,30,134.615078
279.477189,51,134.769644
316.608503,60,134.952429
192.095383,37,135.066239
248.778572,56,135.242331
325.792526,69,137.315579
279.609473,57,137.480079
229.681995,47,137.613613
391.958858,81,137.850003
323.661067,67,138.043244
285.053053,64,138.241947
260.85872,52,138.396357
338.435456,66,138.593937
392.790729,85,138.854927
248.801625,49,138.995027
130.975276,26,139.073912
248.271992,50,139.240744
294.175295,59,139.418855
209.470374,42,139.547001
467.7382,89,139.793857
248.837154,51,139.935239
290.433231,61,140.111097
224.482144,50,140.257967
258.159749,49,140.405895
292.02268,57,140.572352
194.735705,38,140.681172
311.207508,60,140.86002
321.98428,64,141.062047
446.163233,87,141.33211
177.152346,37,141.448129
198.452245,39,141.587154
319.046881,61,141.766536
321.718385,60,141.952185
316.612239,63,142.152631
424.967338,96,142.470633
222.150291,44,142.606405
314.607827,68,142.812013
288.777739,54,142.983636
193.705191,38,143.112717
258.781223,51,143.261163
347.978588,72,145.393867
269.855489,58,145.563647
194.02045,45,145.697624
256.840699,54,145.858178
