# {"t_start": 1591841163.6566856, "env_id": "Humanoid-v2"} 
r,l,t
139.210814,27,236.011969
351.071981,70,236.638496
104.454726,21,236.793655
379.135541,79,237.34541
186.536837,37,237.637961
124.045857,25,237.80416
194.4444,39,240.890043
187.153544,37,241.111366
136.591209,28,241.361674
217.030992,48,241.823056
236.185225,46,242.183423
321.172028,60,242.653425
266.1161,53,243.131438
275.655118,57,243.572978
172.107906,34,243.840036
230.782759,47,244.212417
127.340121,25,244.448624
182.828021,36,244.723508
300.250692,57,245.15807
172.534833,39,245.467313
183.818167,39,245.748615
81.294764,17,245.929651
260.823087,51,246.327866
212.826938,44,246.77248
209.23869,42,247.081094
199.307353,38,247.354894
122.76918,25,247.544338
309.393582,69,248.111369
183.902928,36,248.368265
204.356555,42,248.650723
136.30914,26,248.809954
135.996987,26,248.993797
248.042191,47,249.303397
204.720523,40,249.581854
197.06735,39,249.86279
175.77062,35,250.117586
222.327017,44,250.381228
264.192974,54,250.678466
225.910148,44,250.926748
210.482235,43,251.243272
187.763627,37,251.504453
413.722015,74,252.043463
226.639743,43,252.454149
194.472908,39,252.846491
206.369436,45,253.148632
135.256342,31,253.367779
96.284242,20,253.530206
300.785643,61,253.998179
287.356515,60,254.433496
153.06124,32,254.676188
172.550555,34,254.993542
126.953242,25,255.182603
130.381129,27,255.364907
269.470161,52,255.80008
252.558503,52,256.168327
144.704437,29,256.514389
115.636979,23,260.971784
180.164199,34,261.197575
180.143302,36,261.423224
149.189339,31,261.594824
133.298435,27,261.7575
185.460248,36,262.025575
211.509118,44,262.360244
203.578459,45,262.762031
103.464184,22,262.976263
137.586666,28,263.175139
191.579375,40,263.482477
216.070032,47,263.974106
194.625289,41,264.27195
155.581394,32,264.54207
175.319318,34,264.811463
139.319395,31,265.065909
278.656187,54,265.637348
271.898735,55,266.159933
313.053999,61,266.632223
195.965193,42,266.974563
202.076244,41,267.304142
237.796011,47,267.656446
204.54877,40,267.916318
163.965506,33,268.187123
244.726232,50,268.569124
319.20292,68,269.088565
270.456923,54,269.480087
228.744264,45,269.824992
199.625203,39,270.110774
154.411587,30,270.363587
95.060268,20,270.550875
352.968651,69,271.137973
170.53181,35,271.395729
111.055197,23,271.598155
267.19298,50,271.962813
289.835353,57,272.380674
164.080936,35,272.668756
261.567148,50,273.140094
217.69388,44,273.513348
207.708034,40,273.84887
154.152692,31,274.094119
254.678782,47,274.452398
345.742349,68,274.921942
265.585415,57,275.351867
192.983892,39,275.654064
198.228849,39,275.946568
